recvcpu,seq,origseq,latency,sendtime,recvtime,dest,responder,outttl,recvttl,sport,dport,protocol,outipid,inipid
4,78,1503,104403264,5447816618855,5447921022119,10.10.4.2,10.10.3.2,2,63,41574,5020,6,26978,26978
4,80,46353,104856365,5447838397789,5447943254154,10.10.4.2,10.10.3.2,2,63,41574,5020,6,27168,27168
4,82,7464,106191986,5447860310236,5447966502222,10.10.4.2,10.10.3.2,2,63,41574,5020,6,27353,27353
4,84,52570,107299397,5447882109707,5447989409104,10.10.4.2,10.10.3.2,2,63,41574,5020,6,27543,27543
4,86,32141,108738094,5447903848675,5448012586769,10.10.4.2,10.10.3.2,2,63,41574,5020,6,27733,27733
4,88,11712,109719940,5447925722471,5448035442411,10.10.4.2,10.10.3.2,2,63,41574,5020,6,27923,27923
3,99,26014,326976,5448045578439,5448045905415,10.10.4.2,10.10.1.2,1,64,41574,5020,6,28958,28958
3,101,24045,333235,5448067517012,5448067850247,10.10.4.2,10.10.1.2,1,64,41574,5020,6,29153,29153
3,103,32231,332089,5448089325050,5448089657139,10.10.4.2,10.10.1.2,1,64,41574,5020,6,29333,29333
3,105,11546,363332,5448111066448,5448111429780,10.10.4.2,10.10.1.2,1,64,41574,5020,6,29523,29523
3,107,56652,377632,5448132872030,5448133249662,10.10.4.2,10.10.1.2,1,64,41574,5020,6,29713,29713
3,109,36223,366248,5448154672170,5448155038418,10.10.4.2,10.10.1.2,1,64,41574,5020,6,29903,29903
3,111,34254,341054,5448176489827,5448176830881,10.10.4.2,10.10.1.2,1,64,41574,5020,6,30098,30098
3,113,42440,363168,5448198310168,5448198673336,10.10.4.2,10.10.1.2,1,64,41574,5020,6,30278,30278
3,115,22011,337716,5448219947566,5448220285282,10.10.4.2,10.10.1.2,1,64,41574,5020,6,30468,30468
3,117,1326,336175,5448241915982,5448242252157,10.10.4.2,10.10.1.2,1,64,41574,5020,6,30658,30658
3,119,46432,404233,5448263721165,5448264125398,10.10.4.2,10.10.1.2,1,64,41574,5020,6,30848,30848
3,121,44463,338980,5448285460413,5448285799393,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31043,31043
3,123,34189,334636,5448306128430,5448306463066,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31218,31218
3,125,60835,339245,5448327941160,5448328280405,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31403,31403
3,127,40406,359830,5448349658751,5448350018581,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31593,31593
3,129,19721,338621,5448371591763,5448371930384,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31783,31783
3,131,64827,342140,5448393406472,5448393748612,10.10.4.2,10.10.1.2,1,64,41574,5020,6,31973,31973
3,133,44398,238392,5448415198986,5448415437378,10.10.4.2,10.10.1.2,1,64,41574,5020,6,32163,32163
3,135,5509,334666,5448437007783,5448437342449,10.10.4.2,10.10.1.2,1,64,41574,5020,6,32348,32348
3,137,50615,348696,5448458636413,5448458985109,10.10.4.2,10.10.1.2,1,64,41574,5020,6,32538,32538
3,139,30186,345469,5448480610416,5448480955885,10.10.4.2,10.10.1.2,1,64,41574,5020,6,32728,32728
3,141,9501,385668,5448502361176,5448502746844,10.10.4.2,10.10.1.2,1,64,41574,5020,6,32918,32918
3,143,54607,272107,5448524173495,5448524445602,10.10.4.2,10.10.1.2,1,64,41574,5020,6,33108,33108
3,145,15718,363193,5448545968640,5448546331833,10.10.4.2,10.10.1.2,1,64,41574,5020,6,33293,33293
3,147,60824,341075,5448567712733,5448568053808,10.10.4.2,10.10.1.2,1,64,41574,5020,6,33483,33483
3,149,40395,339850,5448589578481,5448589918331,10.10.4.2,10.10.1.2,1,64,41574,5020,6,33673,33673
